threshold,AUC,omission.rate,sensitivity,specificity,prop.correct,Kappa,calibration,dataset
0.5929038330833334,0.8578848340324616,0.20906043606975058,0.791275764036958,0.7905958614648672,0.7909395639302493,0.5736598037255289,0.6307673804109408,E6B
