threshold,AUC,omission.rate,sensitivity,specificity,prop.correct,Kappa,calibration,dataset
0.5223253335,0.7656729097985626,0.3008516500645062,0.6992869875222816,0.6990088672676846,0.6991483499354938,0.39829378848619407,0.8765024631402951,E3A
