threshold,AUC,omission.rate,sensitivity,specificity,prop.correct,Kappa,calibration,dataset
0.6434011415666667,0.9050959374319155,0.1613350310733617,0.8397173913043479,0.8376010334838176,0.8386649689266382,0.6772151404121537,0.5973519956143118,E2B
