threshold,AUC,omission.rate,sensitivity,specificity,prop.correct,Kappa,calibration,dataset
0.5694387680833334,0.8754853477776496,0.20480812986237582,0.7956873479318735,0.7946892635096906,0.7951918701376242,0.5901832463188811,0.5712284554062561,E1B
