threshold,AUC,omission.rate,sensitivity,specificity,prop.correct,Kappa,calibration,dataset
0.6693356553333333,0.7600323878318163,0.29916676110933516,0.7007168458781363,0.7010132615814376,0.7008332388906648,0.38932056049540514,0.6686325852255107,E4A
