threshold,AUC,omission.rate,sensitivity,specificity,prop.correct,Kappa,calibration,dataset
0.5717897767500001,0.8521566435535219,0.2264491305441835,0.7744591346153847,0.7726553261665572,0.7735508694558165,0.5415959858179179,0.6329409494372027,E5B
