threshold,AUC,omission.rate,sensitivity,specificity,prop.correct,Kappa,calibration,dataset
0.6734880958833335,0.879729009036296,0.1910719371045119,0.8095391414141414,0.8083076516031076,0.8089280628954881,0.6067382068785984,0.605372627047866,E3B
