Species,Elephant,Run,Pearson_r,Spearman_rho,RMSE,MAE,Jaccard,n_pixels
E3A,E3,A,0.877523692938123,0.8861757553963558,0.1131639088899784,0.08792078449518023,0.5966523239552346,952119
E4A,E4,A,0.8386780006766826,0.8400829490364214,0.17047412128350584,0.13259158622746595,0.5771618639968725,952119
E5A,E5,A,0.8557292736227933,0.8608630413946036,0.20562900901587466,0.14271025183128067,0.6088700188264826,952119
