threshold,AUC,omission.rate,sensitivity,specificity,prop.correct,Kappa,calibration,dataset
0.39136550433333334,0.8431764646619716,0.229470841421217,0.7703252032520326,0.7705628769997377,0.7705291585787831,0.48247383143458067,0.3482387720999199,E5A
