threshold,AUC,omission.rate,sensitivity,specificity,prop.correct,Kappa,calibration,dataset
0.6994605926833333,0.8738502188628866,0.19585639187087864,0.8061352201257862,0.8021385874413688,0.8041436081291216,0.5969362017221385,0.6157464119634294,E4B
